# rotorSpeed   Decibals
4.000000 38.287000
5.000000 40.316000
6.000000 42.430000
7.000000 44.569000
8.000000 46.924000
9.000000 49.626000
10.000000 52.368000
11.000000 54.088000
12.000000 55.848000
13.000000 57.853000
14.000000 59.417000
15.000000 59.869000
16.000000 59.859000
17.000000 59.689000
18.000000 59.433000
19.000000 59.070000
20.000000 60.070000
21.000000 60.211000
22.000000 60.381000
23.000000 60.491000
24.000000 60.657000
25.000000 60.800000
26.000000 60.730000
