AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
This file was generated automatically by HARP_Opt.
This data represents a 64.2 percent thick airfoil, and was interpolated between the airfoil data in the files NREL5MW_1000.dat and NREL5MW_0400.dat.
  1           Number of airfoil tables in this file
 1.000         Table ID parameter (Reynolds number in millions)
 5.370         Stall angle (deg)
  0           Zero lift angle of attack (deg)
  0           Cn slope for zero lift (dimensionless)
  0           Cn at stall value for positive angle of attack
  0           Cn at stall value for negative angle of attack
  0           Angle of attack for minimum CD (deg)
  0           Minimum CD value
-180.000    0.0000    0.2376    0.0000
-175.000    0.1301    0.2434    0.0557
-170.000    0.2369    0.2677    0.1013
-160.000    0.3831    0.3834    0.1678
-155.000    0.4266    0.4510    0.1914
-150.000    0.4517    0.5212    0.2098
-145.000    0.4606    0.5916    0.2239
-140.000    0.4547    0.6602    0.2343
-135.000    0.4362    0.7254    0.2415
-130.000    0.4057    0.7857    0.2462
-125.000    0.3658    0.8401    0.2486
-120.000    0.3174    0.8878    0.2492
-115.000    0.2619    0.9280    0.2481
-110.000    0.2011    0.9604    0.2456
-105.000    0.1360    0.9844    0.2421
-100.000    0.0680    0.9999    0.2374
-95.000    -0.0012    1.0067    0.2319
-90.000    -0.0716    1.0048    0.2256
-85.000    -0.1408    0.9942    0.2186
-80.000    -0.2082    0.9752    0.2109
-75.000    -0.2721    0.9479    0.2025
-70.000    -0.3323    0.9128    0.1936
-65.000    -0.3860    0.8702    0.1840
-60.000    -0.4338    0.8208    0.1739
-55.000    -0.4726    0.7653    0.1631
-50.000    -0.5024    0.7046    0.1517
-45.000    -0.5215    0.6399    0.1397
-40.000    -0.5286    0.5725    0.1270
-35.000    -0.5221    0.5040    0.1137
-30.000    -0.5006    0.4363    0.0996
-25.000    -0.4636    0.3717    0.0848
-24.000    -0.4541    0.3593    0.0818
-23.000    -0.4439    0.3473    0.0788
-22.000    -0.4326    0.3354    0.0757
-21.000    -0.4212    0.3239    0.0725
-20.000    -0.4087    0.3127    0.0693
-19.000    -0.3950    0.3023    0.0655
-18.000    -0.3789    0.2931    0.0604
-17.000    -0.3610    0.2851    0.0541
-16.000    -0.3407    0.2781    0.0468
-15.000    -0.3186    0.2723    0.0385
-14.000    -0.2948    0.2674    0.0295
-13.000    -0.2697    0.2635    0.0197
-12.000    -0.2428    0.2605    0.0093
-11.000    -0.2148    0.2584    -0.0016
-10.000    -0.1856    0.2572    -0.0127
-8.000    -0.1241    0.2572    -0.0358
-6.000    -0.0662    0.2428    -0.0298
-5.500    -0.0537    0.2383    -0.0308
-5.000    -0.0430    0.2343    -0.0317
-4.500    -0.0388    0.2303    -0.0321
-4.000    -0.0322    0.2262    -0.0325
-3.500    -0.0101    0.2225    -0.0331
-3.000    0.0018    0.2195    -0.0333
-2.500    0.0084    0.2169    -0.0331
-2.000    0.0054    0.2135    -0.0319
-1.500    0.0024    0.2115    -0.0264
-1.000    0.0215    0.2104    -0.0280
-0.500    0.0436    0.2098    -0.0311
0.000    0.0817    0.2084    -0.0342
0.500    0.1271    0.2085    -0.0384
1.000    0.1742    0.2087    -0.0428
1.500    0.2202    0.2089    -0.0467
2.000    0.2649    0.2091    -0.0498
2.500    0.3067    0.2091    -0.0517
3.000    0.3461    0.2090    -0.0529
3.500    0.3848    0.2088    -0.0537
4.000    0.4236    0.2088    -0.0545
4.500    0.4630    0.2089    -0.0557
5.000    0.5018    0.2091    -0.0565
5.500    0.5394    0.2094    -0.0571
6.000    0.5770    0.2097    -0.0577
6.500    0.6128    0.2103    -0.0581
7.000    0.6468    0.2111    -0.0580
7.500    0.6802    0.2120    -0.0580
8.000    0.7118    0.2135    -0.0578
8.500    0.7411    0.2154    -0.0572
9.000    0.7679    0.2181    -0.0566
9.500    0.7954    0.2209    -0.0562
10.000    0.8162    0.2251    -0.0553
